county_fips,county_name,type,total_2012,obama,romney,total_2016,clinton,trump,r_d_change,median_age,prop_white,prop_college,Winner
29121,Macon,County,7160,2309,4701,7631,1548,5798,0.2228605899634613,42.9,0.941,0.158,Trump
29123,Madison,County,4930,1588,3227,5321,1005,4102,0.24957909130381245,42.9,0.95,0.12300000000000001,Trump
29125,Maries,County,4538,1299,3165,4500,794,3561,0.20369453014054162,43.9,0.961,0.14,Trump
29127,Marion,County,12158,4031,7923,12938,2994,9419,0.1764807247166698,39.4,0.904,0.205,Trump
29129,Mercer,County,1655,353,1255,1745,216,1486,0.18277859053489032,43.9,0.9640000000000001,0.16899999999999998,Trump
29131,Miller,County,11019,2651,8099,11482,1750,9285,0.16182582541510893,41.4,0.9520000000000001,0.157,Trump
29133,Mississippi,County,4920,1858,2997,5169,1458,3600,0.18288943466915808,38.5,0.721,0.114,Trump
29135,Moniteau,County,6443,1608,4704,6830,1237,5347,0.12123545841458228,38,0.898,0.183,Trump
29137,Monroe,County,4057,1398,2564,4156,853,3159,0.2674559566599442,45.1,0.9359999999999999,0.14,Trump
29139,Montgomery,County,5327,1740,3490,5429,1119,4127,0.22554640976369428,44,0.9470000000000001,0.135,Trump
29141,Morgan,County,8688,2773,5733,8821,1768,6760,0.22522241520162722,46.3,0.946,0.11699999999999999,Trump
29143,New Madrid,County,7250,2814,4284,7357,1933,5270,0.2508230022544797,40.9,0.8029999999999999,0.111,Trump
29145,Newton,County,25083,6425,18181,26807,4990,20553,0.11187334789648062,39.6,0.868,0.184,Trump
29147,Nodaway,County,8976,3172,5593,9458,2529,6380,0.13744928323700728,28.7,0.93,0.25,Trump
29149,Oregon,County,4421,1419,2886,4668,865,3671,0.2692885885643169,46.5,0.9440000000000001,0.126,Trump
29151,Osage,County,6919,1473,5329,7090,998,5856,0.1278844399561233,40,0.976,0.191,Trump
29153,Ozark,County,4453,1261,3080,4505,724,3639,0.2385701641986236,51,0.9570000000000001,0.115,Trump
29155,Pemiscot,County,6335,2671,3598,6027,1947,3964,0.18833078036496909,37.8,0.6920000000000001,0.11699999999999999,Trump
29157,Perry,County,7987,2184,5669,8740,1520,6908,0.1801419297204639,40.2,0.9570000000000001,0.161,Trump
29159,Pettis,County,17175,5904,10842,18204,4324,12810,0.1786503662038863,37.5,0.856,0.172,Trump
29161,Phelps,County,18190,5798,11895,18713,4766,12709,0.08928010904685157,34.5,0.892,0.27899999999999997,Trump
29163,Pike,County,7321,2582,4577,7382,1806,5274,0.19728762813121598,38.9,0.884,0.133,Trump
29165,Platte,County,45552,19175,25618,49608,20057,25933,-0.022994109434404095,38.1,0.8240000000000001,0.40700000000000003,Trump
29167,Polk,County,13119,3580,9252,13763,2631,10438,0.13489548665398615,37.4,0.94,0.196,Trump
29169,Pulaski,County,13571,4199,9092,13488,2922,9876,0.15502116717901976,26.9,0.7,0.239,Trump
29171,Putnam,County,2309,587,1673,2346,353,1936,0.20443208070129965,46.8,0.9670000000000001,0.184,Trump
29173,Ralls,County,5036,1736,3231,5294,1138,3969,0.237893738561766,44.9,0.958,0.127,Trump
29175,Randolph,County,9944,3031,6667,10309,2283,7529,0.14322811293539683,39,0.892,0.14400000000000002,Trump
29177,Ray,County,10367,4275,5815,10869,3090,7104,0.22075892578419481,41.6,0.94,0.139,Trump
29179,Reynolds,County,3202,1157,1931,3038,540,2406,0.37249595895258025,46.8,0.9470000000000001,0.091,Trump
29181,Ripley,County,5263,1396,3743,5524,830,4522,0.22241288527576902,42.2,0.9540000000000001,0.113,Trump
29183,St. Charles,County,185690,71838,110784,203168,68626,121650,0.05124932417377179,37.7,0.88,0.361,Trump
29185,St. Clair,County,4626,1460,3019,4630,936,3501,0.21698746590545126,49.8,0.946,0.114,Trump
29186,Ste. Genevieve,County,8070,3813,4055,8469,2542,5496,0.3188139029682274,42.2,0.9520000000000001,0.139,Trump
29187,St. Francois,County,22582,8829,13248,24920,6250,17468,0.2544736834249014,38.8,0.922,0.138,Trump
29189,St. Louis,County,528676,297097,224742,519686,286704,202434,-0.02529484774804419,40.3,0.674,0.424,Clinton
29195,Saline,County,9108,3790,5104,9274,2789,5977,0.1994879645675231,37.4,0.812,0.188,Trump
29197,Schuyler,County,1939,697,1174,1936,354,1505,0.34852169900988417,41.3,0.975,0.125,Trump
29199,Scotland,County,1936,643,1246,1968,365,1525,0.2779639521601828,39,0.976,0.14,Trump
29201,Scott,County,16999,5122,11623,17337,3575,13168,0.170890997279602,39.6,0.841,0.139,Trump
29203,Shannon,County,3692,1302,2262,3904,776,2966,0.30094144628172564,44.8,0.943,0.15,Trump
29205,Shelby,County,3232,966,2188,3274,606,2524,0.20773367425319195,42.1,0.9620000000000001,0.14,Trump
29207,Stoddard,County,12866,3153,9496,13291,1876,11079,0.19941862553355078,42.2,0.958,0.136,Trump
29209,Stone,County,15984,3923,11787,16645,2887,13158,0.12507018884309357,52.1,0.953,0.16899999999999998,Trump
29211,Sullivan,County,2595,908,1610,2486,526,1884,0.2757388194699566,41.4,0.782,0.11599999999999999,Trump
29213,Taney,County,21659,5479,15746,23673,4373,18276,0.11326426926883087,41.7,0.898,0.184,Trump
29215,Texas,County,10764,2871,7618,10956,1728,8875,0.21132955863181108,41.5,0.914,0.135,Trump
29217,Vernon,County,8521,2580,5758,8631,1707,6533,0.18618633979738397,40.7,0.9420000000000001,0.162,Trump
29219,Warren,County,14676,5219,9150,15784,3915,11111,0.18805243780958447,40.4,0.9209999999999999,0.182,Trump
29221,Washington,County,8695,3417,5071,9282,1926,7048,0.3615964614713051,40.7,0.945,0.08,Trump
29223,Wayne,County,5720,1813,3790,5762,948,4658,0.2982442843515388,46.8,0.956,0.11900000000000001,Trump
29225,Webster,County,15429,4409,10708,16743,3177,12840,0.16887953580921372,37.6,0.9470000000000001,0.162,Trump
29227,Worth,County,1048,341,664,1046,195,808,0.2778359581393312,47.9,0.9620000000000001,0.17300000000000001,Trump
29229,Wright,County,7955,1953,5830,8119,1170,6707,0.1946141032716593,41.9,0.955,0.11199999999999999,Trump
29510,St. Louis,City,143607,118780,22943,132487,104235,20832,0.037837680263641205,34.8,0.42700000000000005,0.33,Clinton
30001,Beaverhead,County,4812,1371,3289,4849,1143,3353,0.0571772088991106,42.7,0.9159999999999999,0.309,Trump
30003,Big Horn,County,4626,2882,1667,4237,2094,1853,0.20576604656587466,30,0.28,0.157,Clinton
30005,Blaine,County,2859,1616,1178,2684,1202,1268,0.17779058366160355,34,0.467,0.196,Trump
30007,Broadwater,County,3011,764,2152,3133,573,2348,0.1055732131455861,46.7,0.937,0.273,Trump
30009,Carbon,County,5847,2146,3533,5991,1828,3748,0.08326505492803943,49.6,0.948,0.292,Trump
30011,Carter,County,796,96,678,786,70,678,0.04238111677982792,51,0.966,0.171,Trump
30013,Cascade,County,34576,15232,18345,34571,12175,19632,0.12566747180429877,38,0.861,0.259,Trump
30015,Chouteau,County,2821,978,1758,2603,732,1679,0.08731329146978584,41.1,0.763,0.247,Trump
30017,Custer,County,5365,1833,3373,5185,1176,3657,0.1914499942032945,40.7,0.927,0.19899999999999998,Trump
30019,Daniels,County,1007,237,740,962,168,730,0.08469610852927634,46,0.9690000000000001,0.237,Trump
30021,Dawson,County,4423,1219,3029,4409,787,3320,0.16528218260728794,41.4,0.929,0.18899999999999997,Trump
30023,Deer Lodge,County,4460,2860,1448,4206,2058,1763,0.24645403001051244,47.3,0.907,0.159,Clinton
30025,Fallon,County,1406,237,1128,1484,154,1279,0.12437359334082276,38.3,0.945,0.14800000000000002,Trump
30027,Fergus,County,6071,1640,4257,5840,1202,4269,0.09410551059043326,46.9,0.945,0.28600000000000003,Trump
30029,Flathead,County,43476,13892,28309,47496,13293,30240,0.02520075081296852,42.1,0.9329999999999999,0.289,Trump
30031,Gallatin,County,47908,21961,24358,53819,24246,23802,-0.05828327192452051,33.2,0.9259999999999999,0.48,Clinton
30033,Garfield,County,701,66,622,718,34,653,0.06896435255643552,45.5,0.992,0.146,Trump
30035,Glacier,County,4452,2924,1415,5075,3121,1620,0.04318524026396503,31.1,0.313,0.183,Clinton
30037,Golden Valley,County,479,110,351,474,71,365,0.1171216405486113,54.6,0.903,0.23600000000000002,Trump
30039,Granite,County,1705,533,1107,1777,472,1192,0.06852037355785973,53.5,0.9470000000000001,0.25,Trump
30041,Hill,County,6825,3403,3164,6445,2371,3478,0.2067793700997735,34.5,0.708,0.235,Trump
30043,Jefferson,County,6521,2272,4055,6714,1998,4177,0.05112140392692027,47.9,0.932,0.331,Trump
30045,Judith Basin,County,1215,337,854,1208,235,872,0.10180347750252094,52,0.971,0.313,Trump
30047,Lake,County,13304,5805,7135,13181,4776,7530,0.1089671725866096,41.5,0.659,0.249,Trump
30049,Lewis and Clark,County,33318,15620,16803,35296,14478,16895,0.03297168159275298,41.2,0.9179999999999999,0.375,Trump
30051,Liberty,County,998,257,702,961,206,698,0.0660749177856233,46.7,0.968,0.184,Trump
30053,Lincoln,County,8890,2552,6057,9330,2041,6729,0.1082019490328982,51.4,0.934,0.19,Trump
30055,McCone,County,993,223,745,1095,154,862,0.12089558415759638,50.2,0.922,0.16399999999999998,Trump
30057,Madison,County,4532,1289,3130,4743,1180,3297,0.040119559292934925,52.7,0.943,0.266,Trump
30059,Meagher,County,972,269,670,977,193,729,0.1360667787086529,48.6,0.9590000000000001,0.212,Trump
30061,Mineral,County,2021,700,1216,2012,519,1330,0.14776236199822346,52.4,0.973,0.127,Trump
30063,Missoula,County,57232,32824,22652,60722,31543,22250,0.0246910057621135,35.3,0.9009999999999999,0.418,Clinton
30065,Musselshell,County,2407,492,1833,2441,332,1967,0.11268240402880647,48.5,0.929,0.146,Trump
30067,Park,County,8768,3783,4709,9359,3595,4980,0.04237458206043912,46.4,0.94,0.35200000000000004,Trump
30069,Petroleum,County,298,49,240,322,30,278,0.12924673808829046,50.4,1,0.213,Trump
30071,Phillips,County,2228,471,1688,2171,318,1723,0.10093740153996666,47.3,0.852,0.174,Trump
30073,Pondera,County,2719,975,1673,2723,738,1799,0.1329317487675647,41.9,0.81,0.22699999999999998,Trump
30075,Powder River,County,1027,170,833,1053,127,884,0.0733287653118877,52,0.9440000000000001,0.254,Trump
30077,Powell,County,2777,888,1806,2794,551,2029,0.19841813402813635,45,0.904,0.18,Trump
30079,Prairie,County,703,167,520,689,100,556,0.15969502464040697,51.2,0.9590000000000001,0.192,Trump
30081,Ravalli,County,22212,7285,14307,22556,6223,14810,0.0645615097859007,48.1,0.9329999999999999,0.258,Trump
30083,Richland,County,4648,1002,3510,4871,671,3908,0.12495834880714174,38,0.9,0.184,Trump
30085,Roosevelt,County,3672,2086,1514,3652,1560,1797,0.22066936790537076,30.2,0.361,0.142,Trump
30087,Rosebud,County,3523,1422,2004,3453,987,2253,0.2014375928027141,36.3,0.5720000000000001,0.198,Trump
30089,Sanders,County,5901,1720,3980,5953,1218,4286,0.13238446689088823,51.9,0.903,0.16399999999999998,Trump
30091,Sheridan,County,1928,665,1207,1835,477,1241,0.13522844189175437,47.2,0.915,0.201,Trump
30093,Silver Bow,County,16756,10857,5430,16452,8619,6376,0.18754797407703605,40.7,0.912,0.259,Clinton
30095,Stillwater,County,4702,1248,3337,4873,908,3661,0.12067069276335202,46.6,0.9359999999999999,0.254,Trump
30097,Sweet Grass,County,2117,475,1594,2107,402,1595,0.037629701835145246,48.1,0.9359999999999999,0.247,Trump
30099,Teton,County,3281,1082,2113,3188,808,2170,0.11299363622422859,44.6,0.941,0.223,Trump
30101,Toole,County,2102,582,1440,2037,402,1497,0.12937254511798146,40.7,0.882,0.147,Trump
30103,Treasure,County,455,114,319,443,59,351,0.20859276164016566,48.9,0.915,0.198,Trump
30105,Valley,County,3859,1385,2337,3894,886,2698,0.2186352436483102,44.3,0.853,0.215,Trump
30107,Wheatland,County,992,272,693,946,179,702,0.12845896133124196,42.9,0.95,0.191,Trump
30109,Wibaux,County,544,98,421,541,55,463,0.16040896487985212,51,0.985,0.201,Trump
30111,Yellowstone,County,68807,26403,40500,70486,22171,40920,0.06111867360024331,38.2,0.873,0.292,Trump
31001,Adams,County,12670,4062,8316,13513,3302,9287,0.10715308144613994,37.7,0.873,0.226,Trump
31003,Antelope,County,3232,571,2596,3281,383,2732,0.08939323241223851,46.1,0.9540000000000001,0.18600000000000003,Trump
31005,Arthur,County,262,30,227,273,17,244,0.07959343455526668,41,0.975,0.268,Trump
31007,Banner,County,411,55,346,402,19,357,0.13276682282020547,47.9,0.8690000000000001,0.17,Trump
31009,Blaine,County,303,29,268,317,30,276,-0.01275364129472889,43.6,0.986,0.251,Trump
31011,Boone,County,2806,615,2138,2905,414,2299,0.10611573674803076,45.4,0.9690000000000001,0.177,Trump
31013,Box Butte,County,4705,1692,2869,4924,965,3617,0.28842711014001554,40.5,0.825,0.157,Trump
31015,Boyd,County,1071,188,873,1156,128,983,0.10003020816169605,51.4,0.96,0.196,Trump
31017,Brown,County,1555,224,1302,1597,153,1385,0.07819887369203105,47.7,0.968,0.187,Trump
31019,Buffalo,County,19453,5365,13570,21129,4763,14569,0.042315629110047825,32.6,0.877,0.335,Trump
31021,Burt,County,3375,1291,2029,3558,930,2367,0.18521191680719507,47.4,0.9390000000000001,0.17800000000000002,Trump
31023,Butler,County,3859,1045,2738,3981,691,3079,0.16113459117384404,44.1,0.953,0.174,Trump
31025,Cass,County,12180,4367,7556,12933,3484,8452,0.12231095159250077,42,0.9440000000000001,0.249,Trump
31027,Cedar,County,4334,958,3278,4420,571,3532,0.1346072410718573,44.5,0.971,0.17600000000000002,Trump
31029,Chase,County,1867,254,1584,1898,171,1648,0.0658147752856868,43.3,0.848,0.185,Trump
31031,Cherry,County,3064,436,2557,3118,317,2623,0.04734427572069533,43.7,0.89,0.191,Trump
31033,Cheyenne,County,4649,1084,3449,4711,711,3665,0.1183315397677751,40.5,0.9,0.244,Trump
31035,Clay,County,2947,667,2232,3065,477,2422,0.10353548912793786,43.6,0.893,0.18600000000000003,Trump
31037,Colfax,County,3069,969,2051,3214,859,2171,0.05565622704350448,33.9,0.525,0.139,Trump
31039,Cuming,County,3976,1031,2876,4074,719,3122,0.12580379182310358,44,0.888,0.2,Trump
31041,Custer,County,5498,1083,4296,5652,641,4695,0.1328738984284834,43.7,0.953,0.214,Trump
31043,Dakota,County,6136,2922,3094,6279,2314,3616,0.1793265687886174,34.1,0.507,0.13,Trump
31045,Dawes,County,3728,1132,2478,3676,801,2632,0.13704425411087812,34.1,0.8590000000000001,0.34700000000000003,Trump
31047,Dawson,County,7859,2199,5460,8635,2136,5984,0.030689969779317594,36.3,0.61,0.152,Trump
31049,Deuel,County,1017,215,763,984,120,809,0.1613635273520877,47.4,0.9159999999999999,0.17800000000000002,Trump
31051,Dixon,County,2686,870,1745,2782,556,2041,0.2080254245862001,42.4,0.861,0.19,Trump
31053,Dodge,County,14950,5673,8995,15529,4544,9933,0.12482078303814353,39.1,0.857,0.18899999999999997,Trump
31055,Douglas,County,223927,106456,113220,240433,113798,108077,-0.0540008432087271,34.1,0.706,0.376,Clinton
31057,Dundy,County,985,176,792,953,89,823,0.1448186597493355,48.3,0.929,0.195,Trump
31059,Fillmore,County,2879,807,2007,2941,613,2130,0.09899955581218167,47.5,0.94,0.195,Trump
31061,Franklin,County,1536,384,1112,1673,250,1347,0.18174997509464036,50.2,0.965,0.188,Trump
31063,Frontier,County,1305,271,1007,1328,161,1110,0.15062375940543782,44.9,0.968,0.187,Trump
31065,Furnas,County,2240,423,1782,2340,304,1921,0.08432921245421243,46.2,0.946,0.168,Trump
31067,Gage,County,9661,3903,5513,10048,2935,6380,0.17620488418864474,44.8,0.9520000000000001,0.201,Trump
31069,Garden,County,1091,242,829,1075,153,869,0.1280080148359729,50.2,0.929,0.21899999999999997,Trump
31071,Garfield,County,940,149,769,980,121,821,0.054711246200607966,51,0.9690000000000001,0.185,Trump
31073,Gosper,County,978,230,734,1010,166,794,0.10644475490493832,46.9,0.982,0.209,Trump
31075,Grant,County,363,30,322,405,20,367,0.052382409958167564,50.9,0.9690000000000001,0.22,Trump
31077,Greeley,County,1185,340,820,1175,210,912,0.19238351737139775,45.8,0.963,0.166,Trump
31079,Hall,County,20229,7161,12646,22060,6282,14408,0.09721363551433998,35.7,0.6890000000000001,0.19,Trump
31081,Hamilton,County,4871,1146,3600,5004,878,3783,0.07673758344997172,42.5,0.955,0.253,Trump
31083,Harlan,County,1778,354,1395,1832,254,1496,0.09245828441750459,49.8,0.934,0.165,Trump
31085,Hayes,County,539,51,476,514,30,472,0.07142496191968128,47.7,0.941,0.20600000000000002,Trump
31087,Hitchcock,County,1495,274,1178,1468,161,1232,0.124881758450056,48,0.987,0.147,Trump
31089,Holt,County,4939,882,3922,5118,531,4354,0.1314622608405589,45.3,0.943,0.212,Trump
31091,Hooker,County,395,59,330,417,40,355,0.06931973408614878,59.5,0.943,0.237,Trump
31093,Howard,County,2870,914,1890,2994,544,2284,0.2410926382381488,43.3,0.958,0.203,Trump
31095,Jefferson,County,3446,1195,2166,3494,837,2399,0.1652761171543224,45.7,0.945,0.149,Trump
31097,Johnson,County,2063,790,1225,2089,563,1355,0.16827079592176272,42.1,0.81,0.16,Trump
31099,Kearney,County,3180,773,2349,3296,550,2531,0.10543406912132869,40.1,0.9329999999999999,0.239,Trump
31101,Keith,County,4058,928,3044,4034,571,3235,0.13894758036238553,48.7,0.9109999999999999,0.21600000000000003,Trump
31103,Keya Paha,County,484,80,393,519,40,460,0.16255434003726177,52.5,0.977,0.188,Trump
31105,Kimball,County,1687,395,1235,1677,230,1330,0.15800790286942945,46.6,0.892,0.156,Trump
31107,Knox,County,4036,1059,2885,4115,720,3188,0.14732883995438384,47.3,0.865,0.20199999999999999,Trump
31109,Lancaster,County,127355,62015,62434,136223,61898,61588,-0.0055656964150390745,33,0.8270000000000001,0.373,Clinton
31111,Lincoln,County,15655,4450,10728,16131,2913,12164,0.17246999628421572,40.2,0.887,0.217,Trump
31113,Logan,County,431,68,356,453,32,400,0.1441485738285112,43.3,0.966,0.20800000000000002,Trump
31115,Loup,County,358,62,290,385,48,323,0.07741420590582604,51,0.98,0.21899999999999997,Trump
31117,McPherson,County,291,41,237,287,14,257,0.17315037657003962,48,0.972,0.245,Trump
31119,Madison,County,13885,3485,10062,14343,2711,10628,0.07829994448225891,36.8,0.812,0.19699999999999998,Trump
31121,Merrick,County,3489,925,2490,3788,602,2926,0.16496377360980335,43.8,0.9309999999999999,0.16,Trump
31123,Morrill,County,2190,455,1681,2209,284,1802,0.1273714216023698,41.6,0.8240000000000001,0.19,Trump
31125,Nance,County,1621,481,1106,1621,281,1261,0.21900061690314615,45.8,0.9740000000000001,0.17300000000000001,Trump
31127,Nemaha,County,3214,1128,2012,3161,785,2116,0.14602261105764147,37.8,0.9440000000000001,0.28800000000000003,Trump
31129,Nuckolls,County,2191,568,1574,2205,353,1726,0.16352466439184837,49,0.955,0.166,Trump
31131,Otoe,County,6982,2561,4258,7457,2025,4860,0.13712613061568268,41.8,0.9009999999999999,0.207,Trump
31133,Pawnee,County,1341,400,899,1327,279,974,0.15162738893412614,49.5,0.955,0.162,Trump
31135,Perkins,County,1394,238,1135,1455,161,1217,0.082301172920765,43.9,0.956,0.231,Trump
31137,Phelps,County,4380,880,3400,4695,572,3849,0.12263410506659667,41.7,0.93,0.233,Trump
31139,Pierce,County,3431,637,2707,3630,382,3052,0.1322145436238863,41.7,0.9690000000000001,0.214,Trump
31141,Platte,County,13473,3148,10061,14433,2646,10965,0.0632871708142182,38.4,0.8079999999999999,0.214,Trump
31143,Polk,County,2457,528,1890,2582,413,2028,0.07114956650200643,45.6,0.9359999999999999,0.215,Trump
31145,Red Willow,County,4936,952,3891,5170,645,4258,0.10341806457275948,41.5,0.924,0.182,Trump
31147,Richardson,County,3739,1191,2443,3805,818,2769,0.17789749625621049,47.4,0.9259999999999999,0.191,Trump
31149,Rock,County,789,103,672,798,70,687,0.05201692444037853,52.4,0.9570000000000001,0.175,Trump
31151,Saline,County,4958,2289,2557,5136,1733,3004,0.19341479329797087,36.6,0.7190000000000001,0.146,Trump
31153,Sarpy,County,71490,26671,43213,80580,28033,45143,-0.019053438317060745,33.9,0.823,0.384,Trump
31155,Saunders,County,10312,3307,6770,10860,2523,7555,0.12752940663812085,41.1,0.958,0.261,Trump
31157,Scotts Bluff,County,14287,4327,9648,14317,3207,10076,0.10734280265268548,39.6,0.735,0.214,Trump
31159,Seward,County,7573,2386,5003,7922,1875,5454,0.10621006616971562,38.1,0.953,0.272,Trump
31161,Sheridan,County,2472,390,2021,2608,287,2211,0.07794041733674828,45.9,0.825,0.251,Trump
31163,Sherman,County,1530,552,927,1573,340,1150,0.2698415666330105,49.7,0.9690000000000001,0.159,Trump
31165,Sioux,County,739,101,624,736,81,616,0.019189048067305925,47.4,0.924,0.29100000000000004,Trump
31167,Stanton,County,2644,614,1949,2801,417,2187,0.12700037970013944,41.1,0.9229999999999999,0.192,Trump
31169,Thayer,County,2659,728,1874,2690,499,2051,0.14596257921822636,48.3,0.9570000000000001,0.196,Trump
31171,Thomas,County,408,42,360,393,30,344,0.01957042358928307,41.9,0.96,0.23800000000000002,Trump
31173,Thurston,County,2215,1247,939,2088,919,1043,0.19843889191596828,28.4,0.373,0.159,Trump
31175,Valley,County,2195,498,1657,2205,339,1780,0.12549651599440081,46.1,0.96,0.20600000000000002,Trump
31177,Washington,County,10246,3132,6899,10832,2623,7424,0.07556811088291543,41.2,0.9490000000000001,0.306,Trump
31179,Wayne,County,3682,1074,2493,3776,835,2693,0.10666670886309026,30.7,0.903,0.363,Trump
31181,Webster,County,1742,442,1258,1708,306,1330,0.1311045206322916,47.6,0.924,0.20800000000000002,Trump
31183,Wheeler,County,448,93,345,465,62,377,0.11491935483870963,50,0.996,0.166,Trump
31185,York,County,6355,1373,4874,6381,1186,4700,-2.074165152224916e-4,40.1,0.9159999999999999,0.28300000000000003,Trump
32001,Churchill,County,10265,2961,7061,10938,2210,7830,0.11438959366867607,38.8,0.745,0.166,Trump
32003,Clark,County,691190,389936,289053,767156,402227,320057,0.03884562916325243,36.7,0.45,0.228,Clinton
32005,Douglas,County,26075,9297,16276,27885,8454,17415,0.053704560798004286,50.1,0.815,0.263,Trump
32007,Elko,County,15986,3511,12014,18559,3401,13551,0.015001551784828315,33.5,0.674,0.18100000000000002,Trump
32009,Esmeralda,County,435,92,317,423,65,329,0.10687209586696012,42,0.848,0.168,Trump
32011,Eureka,County,808,107,663,854,74,723,0.07183434971131775,47.1,0.983,0.166,Trump
32013,Humboldt,County,5744,1737,3810,6433,1386,4521,0.12643262109933678,35.2,0.655,0.14,Trump
32015,Lander,County,2165,534,1580,2413,403,1828,0.10741030350420971,37,0.669,0.141,Trump
32017,Lincoln,County,2152,400,1691,2132,285,1671,0.050186745433367985,39.6,0.8290000000000001,0.22699999999999998,Trump
32019,Lyon,County,21465,7380,13520,23762,6146,16005,0.12885909933809991,43.7,0.764,0.145,Trump
32021,Mineral,County,2035,863,1080,1997,637,1179,0.16477320403209234,49.2,0.5920000000000001,0.11800000000000001,Trump
32023,Nye,County,17522,6320,10566,19595,5094,13324,0.17768116771890224,51.2,0.773,0.121,Trump
32027,Pershing,County,1884,632,1167,1982,430,1403,0.20694798837092215,41.3,0.662,0.11,Trump
32029,Storey,County,2314,920,1321,2558,752,1616,0.16447087889401493,54.4,0.866,0.231,Trump
32031,Washoe,County,187855,95409,88453,209909,97379,94758,0.02454219612281994,37.9,0.642,0.29,Clinton
32033,White Pine,County,3704,983,2601,3773,707,2723,0.0974977660414254,39.1,0.732,0.14,Trump
32510,Carson City,City,23319,10291,12394,25016,9610,13125,0.050326103399832095,43.1,0.6859999999999999,0.21,Trump
33001,Belknap,County,33887,15890,17571,35045,13517,19315,0.11583838497626474,46.5,0.9520000000000001,0.305,Trump
33003,Carroll,County,28602,13977,14207,29616,12987,14635,0.04760420126801438,50.9,0.9620000000000001,0.336,Trump
33005,Cheshire,County,41360,25380,15156,41895,22064,16876,0.12336196482733036,42.2,0.946,0.314,Clinton
33007,Coos,County,15699,9095,6342,15627,6563,7952,0.26424611076115145,47.9,0.953,0.17800000000000002,Trump
33009,Grafton,County,49014,29826,18208,51191,28510,19010,0.05145482032998261,42.4,0.914,0.389,Clinton
33011,Hillsborough,County,205667,102303,99991,214157,99589,100013,0.013221328766443136,40.3,0.861,0.363,Trump
33013,Merrimack,County,80514,44756,34524,83648,40198,37674,0.09690942584673884,42.7,0.934,0.349,Clinton
33015,Rockingham,County,170423,80142,87921,181434,79994,90447,0.01196798935550547,43.8,0.934,0.396,Trump
33017,Strafford,County,63969,36026,26729,69000,34894,29072,0.06095921054151909,37.1,0.9159999999999999,0.348,Clinton
33019,Sullivan,County,21837,12166,9269,22683,10210,10796,0.1584990685911658,45.8,0.955,0.268,Trump
34001,Atlantic,County,113179,65600,46522,118041,60924,52690,0.09880941580423425,40.8,0.568,0.259,Clinton
34003,Bergen,County,385407,212754,169070,422213,231211,175529,-0.018536188529661976,41.5,0.5870000000000001,0.47600000000000003,Clinton
34005,Burlington,County,215936,126377,87401,221283,121725,89272,0.03383957378849259,41.3,0.687,0.364,Clinton
34007,Camden,County,225428,153682,69476,229047,146717,72631,0.05008507091495917,38.4,0.581,0.306,Clinton
34009,Cape May,County,47931,21657,25781,49257,18750,28446,0.11080476879100404,48.4,0.858,0.305,Trump
34011,Cumberland,County,55292,34055,20658,54331,27771,24453,0.1812253423077422,36.7,0.48,0.14300000000000002,Clinton
34013,Essex,County,303795,237035,64767,312884,240837,63176,-7.640252553660076e-4,37,0.315,0.33299999999999996,Clinton
34015,Gloucester,County,135186,74013,59456,141254,66870,67544,0.11245281506292919,39.8,0.794,0.299,Trump
34017,Hudson,County,197504,153108,42369,220542,163917,49043,0.03982113371258578,34.7,0.29,0.386,Clinton
34019,Hunterdon,County,66494,26876,38687,71660,28898,38712,-0.04067277424639221,45.5,0.867,0.496,Trump
34021,Mercer,County,153511,104377,47355,158058,104775,46193,8.161130260425087e-4,38.5,0.517,0.40399999999999997,Clinton
34023,Middlesex,County,301315,190555,107310,328557,193044,122953,0.06294253683467052,37.9,0.45299999999999996,0.415,Clinton
34025,Monmouth,County,285081,133820,148000,317750,137181,166723,0.043232213365361774,42.6,0.757,0.433,Trump
34027,Morris,County,228154,100563,125279,253537,115249,126071,-0.06564623300176486,42.2,0.725,0.519,Trump
34029,Ocean,County,251276,102300,146475,276725,87150,179079,0.1564007480757234,42.8,0.851,0.275,Trump
34031,Passaic,County,181988,115926,64523,196228,116759,72902,0.05895247515156535,36.5,0.426,0.267,Clinton
34033,Salem,County,29501,14719,14334,29853,11904,16381,0.16301858247362064,41.8,0.755,0.203,Trump
34035,Somerset,County,142922,74592,66603,157092,85689,65505,-0.0725875963732525,41.1,0.585,0.53,Clinton
34037,Sussex,County,67933,26104,40625,75158,24212,46658,0.08489611330162417,43.8,0.875,0.337,Trump
34039,Union,County,209831,139752,68314,223570,147414,68114,-0.014243814523726639,38.2,0.414,0.33399999999999996,Clinton
34041,Warren,County,45270,18745,25744,49683,17281,29858,0.09853923977420426,43.1,0.835,0.304,Trump
35001,Bernalillo,County,270969,150739,106408,274662,143417,94698,-0.013776273283625406,36.8,0.39899999999999997,0.32799999999999996,Clinton
35003,Catron,County,2123,560,1494,2049,427,1464,0.0661570606343363,58.1,0.7859999999999999,0.248,Trump
35005,Chaves,County,20292,6604,13088,20271,5534,12872,0.04246017614487502,35.1,0.41,0.193,Trump
35006,Cibola,County,8243,4961,2998,8063,3741,3195,0.17042472260898112,35.8,0.203,0.124,Clinton
35007,Colfax,County,5764,2828,2699,5332,2129,2585,0.1079016718093472,48.3,0.475,0.221,Trump
